"country","indicator","sitc-industry","Unit","Date","Value"
"Denmark","Quality Index","Aluminium","Index","2013","1.0098618"
"Denmark","Quality Index","Aluminium","Index","2014","1.0177951"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1964","1"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1972","0.88317305"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1973","0.86957335"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1974","0.9120847"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1975","0.89162481"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1976","0.82274723"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1977","0.88500988"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1978","0.79642713"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1979","0.86982238"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1980","0.88422263"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1981","0.94805175"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1982","0.8747983"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1983","0.91968346"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1988","0.88936371"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1989","0.95943439"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1990","0.93529445"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1991","0.93199474"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1992","0.93124628"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1993","0.87711847"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1994","0.74806494"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1995","0.79076201"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1996","0.85739821"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1997","0.92986774"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1998","0.81224418"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","1999","0.82772279"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2000","0.92661756"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2001","0.98979598"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2002","0.72536319"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2003","0.82854533"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2004","1.0352427"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2005","0.88261485"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2006","0.96998912"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2007","1.0275517"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2008","0.88080221"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2010","0.77888334"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2011","0.59803814"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2012","0.59288788"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2013","0.65910858"
"Denmark","Quality Index","Bauxite and concentrates of aluminium","Index","2014","0.63903928"
"Djibouti","Quality Index","Fin.structural parts & structures of aluminium","Index","2001","0.59256208"
"Djibouti","Quality Index","Aluminium and aluminium alloys, worked","Index","1995","0.79876262"
"Djibouti","Quality Index","Aluminium and aluminium alloys, worked","Index","1998","0.76691705"
"Djibouti","Quality Index","Aluminium and aluminium alloys, worked","Index","1999","0.79038566"
"Djibouti","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.77275556"
"Djibouti","Quality Index","Aluminium and aluminium alloys, worked","Index","2001","0.77452874"
"Djibouti","Quality Index","Aluminium and aluminium alloys, worked","Index","2002","0.76826215"
"Djibouti","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","0.72521037"
"Djibouti","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.70967239"
"Djibouti","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.68656904"
"Djibouti","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2010","0.33990917"
"Djibouti","Quality Index","Aluminium","Index","1995","0.8128767"
"Djibouti","Quality Index","Aluminium","Index","1998","0.7709024"
"Djibouti","Quality Index","Aluminium","Index","1999","0.79812539"
"Djibouti","Quality Index","Aluminium","Index","2000","0.79135436"
"Djibouti","Quality Index","Aluminium","Index","2001","0.78665632"
"Djibouti","Quality Index","Aluminium","Index","2002","0.77588439"
"Djibouti","Quality Index","Aluminium","Index","2007","0.73313034"
"Djibouti","Quality Index","Aluminium","Index","2010","0.57625169"
"Djibouti","Quality Index","Aluminium","Index","2013","0.70030487"
"Dominica","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","0.88643306"
"Dominica","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","0.95084852"
"Dominica","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","0.42188829"
"Dominica","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","0.99091089"
"Dominica","Quality Index","Aluminium and aluminium alloys, worked","Index","1985","0.82509315"
"Dominica","Quality Index","Aluminium and aluminium alloys, worked","Index","1991","0.84335589"
"Dominica","Quality Index","Aluminium and aluminium alloys, worked","Index","1994","0.83859235"
"Dominica","Quality Index","Aluminium and aluminium alloys, worked","Index","1997","0.848773"
"Dominica","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.8107177"
"Dominica","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.80973828"
"Dominica","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.81454229"
"Dominica","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1989","0.37243316"
"Dominica","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1998","0.24626713"
"Dominica","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1999","0.24683911"
"Dominica","Quality Index","Aluminium","Index","1985","0.85253447"
"Dominica","Quality Index","Aluminium","Index","1989","0.38316494"
"Dominica","Quality Index","Aluminium","Index","1991","0.86777729"
"Dominica","Quality Index","Aluminium","Index","1994","0.85037494"
"Dominica","Quality Index","Aluminium","Index","1997","0.86272281"
"Dominica","Quality Index","Aluminium","Index","1998","0.24754688"
"Dominica","Quality Index","Aluminium","Index","1999","0.24925624"
"Dominica","Quality Index","Aluminium","Index","2000","0.83023018"
"Dominica","Quality Index","Aluminium","Index","2005","0.82232112"
"Dominica","Quality Index","Aluminium","Index","2013","0.83083844"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","1977","0.83662713"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","1979","0.81974554"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2001","0.55585957"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2002","0.56127506"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2003","0.53473014"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2004","0.54643214"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","0.57445115"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2006","0.60357356"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2007","0.60949862"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2008","0.65142983"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","0.70145154"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2010","0.61116546"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","0.79197526"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","0.84546679"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","0.66329896"
"Dominican Republic","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","0.76128387"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","1986","0.84195685"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","1987","0.85872"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","1990","0.82324338"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","1995","0.83018911"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","1996","0.84270614"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.82586318"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2001","0.83938032"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2002","0.85534793"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2003","0.85438287"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2004","0.855331"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.85904562"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2006","0.86559552"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","0.87823611"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2008","0.87379295"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","0.87114841"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.88695693"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2011","0.85988826"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.87460625"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.87971622"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, worked","Index","2014","0.89012176"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1981","0.22344469"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1988","0.56980544"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1995","0.62132239"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1999","0.58696187"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2004","0.5864262"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2007","0.58276284"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2008","0.58944798"
"Dominican Republic","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2012","0.54996252"
"Dominican Republic","Quality Index","Aluminium","Index","1981","0.23017797"
"Dominican Republic","Quality Index","Aluminium","Index","1986","0.86397386"
"Dominican Republic","Quality Index","Aluminium","Index","1987","0.86794221"
"Dominican Republic","Quality Index","Aluminium","Index","1988","0.57938349"
"Dominican Republic","Quality Index","Aluminium","Index","1990","0.83824557"
"Dominican Republic","Quality Index","Aluminium","Index","1995","0.81862038"
"Dominican Republic","Quality Index","Aluminium","Index","1996","0.8550548"
"Dominican Republic","Quality Index","Aluminium","Index","1999","0.5927096"
"Dominican Republic","Quality Index","Aluminium","Index","2000","0.84574014"
"Dominican Republic","Quality Index","Aluminium","Index","2001","0.85252333"
"Dominican Republic","Quality Index","Aluminium","Index","2002","0.86383414"
